farmers_ahead,currently_waiting,currently_processing,active_counters,average_processing_time,hour,day_of_week,waiting_time_minutes
5,7,2,3,8.39,17,2,18.2
12,15,3,4,8.85,13,5,35.0
23,24,4,2,8.44,12,1,122.1
28,36,1,5,8.96,17,4,63.7
14,23,4,5,10.01,17,1,35.0
24,30,2,3,5.77,11,4,79.7
8,14,1,4,10.25,13,4,31.2
3,8,4,3,5.95,11,0,17.3
13,15,4,3,5.47,10,1,38.5
4,9,4,5,11.83,9,0,20.9
1,8,4,3,11.7,10,6,10.8
10,17,1,2,5.42,16,6,27.0
8,16,2,3,8.1,16,5,20.0
23,23,4,2,6.3,11,4,117.6
2,2,1,5,8.4,15,6,6.4
26,28,2,4,10.81,15,5,66.1
27,29,4,2,11.65,10,1,197.7
28,37,2,4,9.44,17,5,67.2
8,15,2,4,7.48,11,5,25.5
2,11,1,2,9.22,10,1,13.2
24,24,2,5,7.18,11,0,62.1
1,2,1,1,11.37,10,0,14.4
11,12,4,4,11.09,16,4,40.8
9,11,2,4,8.91,13,4,37.1
8,13,2,5,7.27,11,1,23.4
14,14,3,5,7.05,13,1,29.4
7,8,4,3,5.23,16,3,17.7
24,24,4,5,10.71,15,3,54.9
4,8,3,4,8.15,14,2,16.9
10,16,3,2,7.28,9,6,36.1
26,33,1,1,8.3,9,4,220.5
1,10,1,3,10.73,9,5,8.6
23,23,2,2,5.87,16,6,63.0
27,33,2,1,11.0,16,2,241.7
14,18,2,1,11.28,15,6,132.0
5,14,2,1,11.63,14,2,73.3
7,7,1,2,7.78,12,0,40.5
26,28,4,3,6.52,9,5,55.4
4,10,2,3,7.62,17,0,14.1
15,24,4,1,7.33,9,3,103.3
25,25,2,2,6.23,12,2,101.5
17,23,3,1,9.25,11,6,190.1
5,9,2,5,8.34,15,3,12.0
4,4,2,3,11.06,13,5,20.1
27,27,2,4,5.22,13,5,55.2
15,15,1,1,9.51,12,4,211.2
12,20,3,5,10.34,9,1,31.7
27,29,2,3,10.32,13,0,146.8
4,8,2,2,11.2,12,4,41.7
12,21,4,3,10.1,16,6,45.6
16,24,3,2,11.49,10,4,147.9
17,22,2,2,7.33,16,6,57.7
7,15,4,1,8.52,9,0,71.2
12,19,4,1,5.1,12,0,99.7
29,36,1,3,5.05,11,5,70.7
28,28,4,5,6.68,13,5,61.4
18,26,2,3,5.71,13,2,49.2
25,30,1,4,6.82,13,3,61.6
2,10,1,2,6.24,12,5,13.1
23,25,2,2,5.2,16,4,71.9
7,9,3,1,11.37,11,2,95.8
1,6,4,5,5.06,12,6,12.5
7,15,1,1,10.15,9,2,59.0
26,32,3,4,6.07,15,4,57.9
12,14,2,3,11.39,9,5,45.3
12,14,4,3,11.25,10,6,64.8
0,1,4,5,9.58,15,4,1.0
5,13,1,1,9.71,9,1,41.8
23,25,4,1,5.04,11,5,148.1
18,22,4,4,11.89,14,3,70.1
15,23,4,3,11.14,14,6,73.5
7,14,4,1,11.27,14,4,122.8
27,28,2,5,9.61,10,5,72.4
0,2,3,3,7.41,10,0,6.2
26,27,2,4,11.26,14,1,95.1
26,33,2,5,7.04,13,6,55.6
15,20,1,2,8.94,15,6,61.1
8,13,4,4,5.7,15,3,19.7
12,20,2,5,11.45,13,5,42.2
10,17,4,1,5.99,16,0,69.8
12,15,2,2,6.57,14,5,48.9
24,27,2,4,8.91,13,0,88.2
20,28,1,1,10.35,12,3,248.1
9,9,3,2,9.34,15,1,39.7
3,4,3,3,6.62,12,6,12.0
26,27,2,1,5.01,13,0,202.6
5,10,1,5,10.3,13,2,14.5
27,30,4,4,11.9,9,3,77.8
6,15,4,2,10.67,9,3,35.6
4,6,2,1,8.22,11,4,51.2
10,12,3,3,11.33,11,1,51.1
12,14,1,4,7.87,10,2,33.0
25,30,3,4,8.67,10,2,73.8
24,31,4,1,8.34,14,4,305.3
18,24,3,3,8.13,9,0,58.2
22,25,4,2,10.43,14,0,180.0
9,12,1,1,8.69,13,2,96.7
9,18,1,2,7.22,14,1,44.4
10,11,2,4,6.81,13,0,28.9
20,20,2,2,5.26,15,3,50.4
29,37,3,3,9.08,9,5,83.9
6,7,1,5,6.61,11,4,16.6
17,24,1,3,6.04,14,1,49.0
3,11,2,2,9.58,9,0,24.3
1,4,4,1,9.77,15,5,16.2
13,20,3,4,10.27,12,2,48.8
12,20,3,5,8.53,11,4,42.4
28,37,2,1,11.26,17,0,324.6
11,20,1,1,11.55,9,2,106.5
6,10,2,3,10.65,16,0,26.5
1,7,2,2,9.45,9,4,11.4
12,21,2,3,7.13,13,3,45.7
13,16,2,2,11.88,16,6,69.5
26,26,4,3,6.92,14,3,84.5
16,18,4,1,6.42,15,6,92.4
8,12,1,4,8.1,16,5,19.5
16,18,2,2,5.4,14,2,55.9
7,13,4,5,11.85,14,6,32.1
1,9,1,5,9.12,14,3,10.5
27,32,2,1,8.9,13,4,360.1
23,32,3,3,9.59,16,2,71.9
12,12,4,3,8.48,10,0,59.6
2,8,1,1,5.22,15,6,13.5
15,17,3,5,9.29,12,6,41.3
5,9,2,5,10.01,9,1,11.2
18,27,2,3,7.92,13,6,67.3
29,32,2,2,10.3,11,6,184.3
6,15,4,4,6.59,12,0,26.5
9,13,1,2,6.55,15,4,35.9
8,12,3,5,6.13,13,5,18.9
1,6,1,2,7.6,12,2,9.9
27,36,4,4,10.93,9,0,91.4
27,36,1,2,10.8,14,2,178.6
14,19,4,2,7.68,14,3,72.5
29,36,2,2,9.12,15,1,114.5
4,11,3,2,10.05,9,4,27.3
28,36,2,1,6.69,12,0,287.4
21,28,1,5,6.18,17,1,32.9
3,4,2,4,11.8,14,6,17.0
19,28,3,5,9.32,10,4,65.2
3,3,2,1,11.87,12,4,55.8
17,26,3,1,7.36,14,5,156.4
3,4,3,1,9.92,12,3,43.4
26,27,2,1,6.56,15,5,143.9
16,18,4,2,6.83,11,5,71.4
11,20,1,5,8.58,14,2,32.1
21,27,4,3,7.24,12,2,76.3
16,17,4,4,6.17,11,6,38.7
9,9,2,1,6.84,11,1,76.9
21,26,1,5,5.25,10,3,38.9
0,8,1,1,9.93,11,4,5.0
21,23,4,1,8.44,9,6,149.9
25,30,2,1,5.66,11,3,172.2
23,25,1,1,6.2,17,3,120.2
26,26,4,1,5.72,12,1,183.4
17,21,1,4,9.29,11,2,55.8
17,26,2,5,5.66,16,3,28.2
13,16,2,1,10.28,9,3,110.3
14,20,2,1,5.14,13,3,92.5
28,33,1,1,6.75,9,0,200.7
11,20,3,1,11.23,15,3,106.9
3,9,1,2,10.03,13,3,20.1
26,30,3,2,5.51,10,4,118.2
2,5,2,3,10.75,9,5,11.8
19,25,4,1,8.45,15,0,169.0
28,34,3,3,10.93,9,3,91.0
11,16,2,4,9.21,11,5,40.3
6,13,2,3,9.77,14,3,30.6
28,31,3,5,11.95,14,1,92.5
10,19,4,2,6.63,15,1,35.6
0,4,2,2,9.37,9,5,4.5
5,8,3,1,8.22,15,0,47.5
14,14,4,1,5.28,10,4,113.4
14,21,4,4,5.1,14,0,41.7
18,18,2,4,5.83,16,0,35.6
10,14,1,5,9.54,13,1,27.5
25,30,1,1,8.97,11,1,264.7
22,27,2,1,8.87,16,4,200.0
25,29,4,4,5.22,16,6,42.6
1,3,2,4,8.29,12,6,6.5
13,17,3,4,11.47,16,6,38.5
1,8,1,2,7.78,13,3,11.3
28,29,3,3,9.37,13,4,138.2
3,8,2,3,10.46,11,3,16.2
16,24,2,1,10.49,15,5,138.7
2,9,4,2,8.63,17,5,14.4
12,19,4,4,11.01,17,2,37.8
8,15,4,1,7.74,9,6,59.0
6,12,3,2,11.22,9,1,33.5
14,21,4,5,6.68,13,2,32.5
22,27,2,2,6.96,9,2,75.2
28,29,4,1,5.37,12,1,190.4
28,29,1,3,10.57,9,2,88.5
10,17,4,4,7.92,10,6,32.4
19,19,3,5,6.6,10,0,50.2
1,6,1,2,6.62,12,3,4.4
14,19,1,1,11.31,16,6,129.3
13,16,1,1,10.84,10,4,208.7
19,28,3,4,8.87,17,1,44.7
21,23,2,1,9.31,17,0,202.2
10,12,4,1,8.32,10,5,101.5
26,26,1,4,7.74,9,4,60.8
2,4,1,5,11.41,17,4,7.3
16,19,1,3,5.88,10,4,52.6
29,33,2,3,7.93,16,2,73.5
11,13,2,2,7.41,11,2,53.0
23,28,3,5,8.49,9,2,46.3
27,31,2,2,8.2,9,6,99.2
28,30,4,3,8.63,10,2,109.1
20,25,3,4,5.98,15,0,44.0
14,19,3,1,8.59,14,2,147.7
15,22,4,3,6.7,10,1,54.0
4,5,4,5,6.29,12,4,11.8
26,26,4,3,5.45,10,0,82.2
19,22,3,5,10.34,9,5,46.0
5,11,3,5,7.99,11,2,16.5
18,27,3,5,9.39,12,5,46.8
24,26,4,2,10.09,13,4,188.9
4,6,4,4,9.76,13,0,21.5
2,6,1,3,8.29,15,4,3.8
26,30,2,4,7.72,16,5,55.4
0,9,1,1,7.63,17,6,1.6
25,27,4,3,9.48,15,0,93.5
27,35,3,4,8.46,13,3,81.4
5,8,4,4,10.94,17,6,15.9
14,16,2,1,11.12,16,0,158.9
1,2,1,5,6.19,17,2,2.0
28,37,1,3,5.95,16,5,60.7
2,10,3,3,9.41,14,4,16.3
16,19,1,1,7.11,12,4,171.3
24,26,1,5,5.13,17,4,33.8
23,29,4,3,11.22,17,1,84.6
11,18,1,3,6.59,17,1,29.8
17,18,1,3,11.5,11,2,84.1
14,20,1,5,10.02,11,3,41.8
11,15,3,1,10.34,14,1,138.1
15,19,3,3,6.41,14,0,54.8
26,28,4,4,6.64,14,6,64.1
7,11,1,5,8.65,13,5,17.9
27,28,3,2,6.2,13,2,105.4
13,16,3,1,7.14,10,6,116.5
24,29,4,4,7.25,15,3,48.3
16,16,2,3,6.12,12,6,47.9
28,37,1,2,6.44,11,0,147.3
20,23,3,1,10.52,16,4,219.6
7,12,4,5,6.17,12,1,20.5
14,22,4,2,5.2,12,0,64.7
26,27,4,2,9.41,16,3,112.9
13,19,3,4,11.83,9,2,40.7
17,22,1,1,7.32,17,6,105.8
19,20,2,4,5.83,15,0,36.2
6,13,1,4,8.99,10,2,19.7
2,8,4,3,11.34,14,4,19.8
28,32,4,5,10.49,16,3,63.0
11,15,2,2,9.36,13,3,64.7
20,26,1,1,7.21,14,6,170.8
23,31,4,5,8.79,16,1,45.6
27,35,4,5,5.64,14,5,55.4
25,33,1,1,9.75,17,3,199.7
2,7,4,5,10.08,17,0,10.9
19,28,1,3,11.76,17,0,88.1
13,18,4,5,6.82,14,0,35.3
14,16,1,3,5.13,17,4,29.5
24,24,2,2,8.82,11,3,129.5
29,35,4,2,9.95,13,3,184.3
13,16,2,4,10.53,10,0,62.0
6,6,4,3,6.36,16,6,18.4
16,23,4,2,6.83,12,1,77.1
29,34,3,5,8.59,14,6,72.1
11,16,1,1,7.31,14,1,102.0
19,20,2,1,11.02,13,3,246.6
3,3,2,3,8.32,9,6,11.7
8,9,2,4,10.6,15,3,22.0
5,8,1,5,9.06,16,2,10.8
15,16,3,3,10.41,9,3,53.2
24,24,2,1,7.33,15,6,147.6
27,33,1,3,10.82,12,0,157.3
21,28,4,5,6.92,14,5,49.2
21,26,2,2,8.82,17,4,101.7
20,23,2,5,6.5,13,3,39.7
20,25,3,2,8.33,16,3,77.5
1,3,2,2,7.23,13,0,7.5
23,30,2,2,6.87,10,2,101.0
7,16,4,3,11.77,12,5,44.5
10,11,1,1,6.12,10,3,73.4
12,16,1,3,10.51,15,1,40.0
16,16,3,1,11.89,15,1,156.1
7,12,4,5,5.14,11,1,16.5
20,21,1,4,9.89,15,4,60.9
17,20,4,5,6.77,9,4,33.1
29,34,1,3,5.28,9,5,54.4
17,26,4,3,7.82,17,3,49.6
13,20,3,1,11.55,14,3,180.4
14,21,2,3,5.08,13,3,34.9
5,10,3,2,9.12,14,4,42.1
10,13,1,3,8.51,14,5,39.8
12,19,3,1,11.11,9,3,111.9
24,31,2,1,5.59,13,0,209.0
0,9,3,2,9.77,17,2,5.2
27,27,1,1,9.76,12,6,305.9
5,8,1,4,9.68,11,1,16.3
8,11,3,5,11.6,9,1,24.5
7,13,2,3,10.76,10,0,44.3
10,16,3,4,5.29,11,3,23.8
21,28,2,3,8.3,12,5,77.2
18,22,4,4,7.79,15,5,39.4
23,29,2,3,7.17,14,4,92.1
8,15,4,2,8.16,16,3,34.1
16,24,3,1,7.69,17,5,103.8
11,13,2,1,8.03,14,3,109.2
24,26,4,2,11.85,15,1,126.0
13,16,4,4,5.62,12,6,29.2
14,18,4,5,11.46,10,6,48.4
15,24,1,4,8.36,17,6,33.0
21,21,3,1,9.37,17,1,161.9
21,27,4,5,10.81,12,4,80.2
27,35,2,3,7.52,11,6,91.7
19,26,4,5,8.01,14,1,53.5
0,4,1,4,7.87,11,3,1.0
9,12,3,2,7.62,9,6,33.0
7,13,1,3,11.48,12,0,43.4
17,21,1,4,10.8,9,4,56.6
27,33,1,3,5.76,10,0,85.7
0,0,2,5,5.76,11,3,1.0
1,1,3,1,8.0,16,4,14.7
0,9,3,4,5.69,12,0,2.7
0,2,2,2,9.33,12,4,3.4
8,9,3,5,6.01,17,3,18.8
12,13,1,4,8.66,15,5,26.8
29,35,3,2,5.05,10,6,98.6
0,9,2,4,7.22,11,4,1.0
12,13,1,5,9.74,12,6,30.4
19,22,2,4,8.39,12,6,58.5
25,26,4,3,11.85,16,5,91.9
21,26,1,5,11.12,14,3,66.4
6,13,1,4,7.51,11,4,25.0
1,10,3,1,5.32,17,4,12.0
5,8,1,4,10.92,16,5,13.0
6,10,2,3,11.38,17,1,23.7
25,28,3,2,10.74,13,5,164.1
13,15,4,2,5.9,11,5,54.2
25,29,2,2,11.99,12,5,184.8
17,25,4,1,6.81,13,3,144.7
14,21,4,3,10.07,17,2,49.4
1,8,4,5,11.36,17,5,9.5
9,16,1,2,6.65,11,4,52.2
22,29,2,3,11.36,15,0,94.1
11,17,2,4,7.17,14,1,27.0
16,23,1,1,11.83,12,5,224.4
7,14,3,3,6.97,13,5,29.5
10,17,4,3,11.67,10,1,56.3
28,37,2,5,5.37,15,5,38.9
2,8,1,3,9.96,12,4,11.7
26,26,4,5,8.72,10,2,67.2
5,8,3,1,8.35,14,5,54.0
8,11,3,1,6.56,10,1,66.8
5,9,4,4,9.94,10,5,26.0
8,17,3,5,6.34,15,3,16.3
6,11,2,5,8.87,9,4,20.8
8,11,2,2,6.77,15,4,33.3
17,18,2,2,11.69,13,2,117.7
11,16,3,4,5.2,9,3,20.6
7,14,2,1,6.4,14,3,60.3
7,14,1,2,6.7,15,2,24.0
17,23,2,3,7.9,9,6,42.9
27,32,2,1,6.63,17,6,151.8
29,30,3,3,8.44,15,0,93.6
19,25,2,5,11.11,9,6,45.7
29,33,4,1,9.98,11,5,345.3
14,19,1,4,9.06,13,3,42.4
26,35,3,5,5.62,12,0,58.2
6,13,1,5,9.86,10,0,24.9
10,17,4,3,6.16,9,4,30.0
19,21,3,5,10.5,12,5,54.7
15,21,3,2,6.75,15,4,59.1
3,3,2,1,7.92,12,1,31.0
5,5,1,2,7.45,17,6,18.1
25,31,4,3,11.01,16,4,105.5
21,30,4,3,5.89,16,3,48.3
25,33,3,1,8.96,13,3,271.8
2,8,2,5,5.99,9,5,5.5
8,17,3,4,9.93,17,0,25.9
27,31,3,3,11.34,10,3,131.7
9,16,3,1,8.04,14,6,91.2
13,14,3,4,8.42,13,4,47.1
10,18,4,5,11.49,16,6,30.9
17,22,4,3,8.65,11,4,85.7
21,29,3,1,8.41,14,5,209.5
11,12,3,1,9.05,14,6,119.1
22,24,2,1,9.82,11,4,327.3
11,18,3,3,5.75,15,6,28.1
12,12,4,4,10.75,12,2,47.2
24,33,1,1,8.05,13,5,234.1
12,18,4,5,5.51,17,5,22.1
18,24,2,1,10.5,14,3,226.3
25,25,4,4,7.64,12,5,69.9
18,26,1,3,5.7,16,1,38.9
22,29,3,1,9.44,17,3,173.4
13,16,1,1,11.16,13,3,171.2
3,12,3,5,11.21,10,6,14.8
12,16,3,5,11.7,14,2,41.6
7,8,4,1,11.07,16,3,65.0
28,36,4,1,5.01,13,0,219.5
22,27,4,5,7.66,9,4,48.0
20,22,2,4,10.73,16,4,61.8
22,28,4,2,7.56,17,5,78.6
18,26,2,2,9.21,9,6,75.9
11,13,4,1,9.24,16,2,88.6
17,18,3,5,7.56,10,4,49.6
5,11,2,3,11.33,12,0,33.0
17,23,1,3,8.52,10,2,67.4
18,21,2,2,8.25,10,1,96.2
21,29,2,4,11.98,11,4,105.4
4,11,1,2,8.45,16,3,18.8
23,23,2,1,6.25,12,0,218.8
8,8,3,4,8.59,15,6,22.3
26,30,4,3,10.7,11,6,123.6
2,7,1,5,10.44,11,0,12.7
27,29,4,5,10.52,10,4,98.1
9,17,3,1,9.96,14,5,112.3
18,27,1,2,6.78,14,1,83.3
2,7,4,1,11.03,9,3,23.2
28,31,4,5,11.25,15,1,64.8
28,34,3,3,6.36,12,1,84.0
21,28,4,5,5.91,11,4,53.5
14,22,3,4,11.83,16,3,45.9
0,5,2,5,11.08,10,4,1.0
6,11,3,5,11.25,17,4,18.2
11,18,2,4,11.2,16,5,33.7
16,20,1,2,8.79,16,0,76.1
29,31,4,5,9.52,11,6,76.4
20,22,3,1,8.82,12,5,208.3
25,30,3,5,5.36,10,6,46.4
28,29,4,1,10.22,10,5,341.0
23,28,4,4,8.54,12,4,86.6
19,24,1,5,9.53,14,5,52.0
4,11,1,4,8.52,13,6,17.5
3,9,3,4,8.44,9,5,9.0
27,34,1,2,6.2,9,2,79.9
11,19,2,5,6.95,14,3,27.2
29,34,1,1,6.11,11,0,270.7
19,21,1,1,6.37,11,6,144.8
27,36,3,5,11.81,15,3,65.2
23,25,2,2,6.07,9,0,80.9
17,17,1,2,6.88,9,2,56.1
16,20,2,2,9.13,11,4,117.2
18,21,2,1,9.27,16,6,137.4
8,16,2,4,6.08,9,0,18.0
3,11,4,2,10.56,12,0,28.6
25,29,4,1,10.5,17,0,275.5
20,29,4,1,6.66,12,2,164.4
1,4,4,4,7.02,16,3,7.1
3,9,3,5,11.57,15,2,15.2
1,6,1,5,10.78,11,0,3.5
14,17,4,2,9.88,15,5,67.5
1,10,3,2,5.58,15,0,9.8
3,4,1,4,7.93,11,5,7.2
5,5,4,2,8.92,10,4,38.3
6,9,1,4,6.31,17,2,10.6
9,12,4,1,8.14,9,5,66.5
18,18,3,2,9.21,15,2,72.9
18,23,2,1,7.29,12,1,155.4
25,28,2,3,10.47,10,3,111.3
21,21,1,4,10.88,10,1,71.2
28,28,3,3,7.27,16,5,67.1
11,11,2,2,10.87,15,1,50.2
2,9,4,1,5.73,15,6,16.2
12,21,2,2,10.86,13,3,84.5
17,24,1,3,6.07,16,5,36.7
7,8,1,2,5.58,10,4,33.0
20,26,3,5,9.49,10,4,69.9
14,21,1,3,8.3,13,3,50.9
0,7,2,2,11.36,9,3,2.9
2,11,2,1,7.54,14,5,17.1
25,31,2,2,7.01,12,2,113.9
7,11,2,1,8.51,14,6,73.2
3,3,3,5,8.19,15,5,6.6
15,23,4,2,7.41,11,2,77.2
29,35,4,5,9.86,16,2,64.9
22,23,3,3,10.32,15,2,69.7
9,14,1,1,10.97,9,5,80.4
11,12,4,3,11.81,14,0,72.2
13,13,1,1,6.87,15,0,91.0
13,19,4,5,10.01,12,4,48.5
1,2,1,4,7.76,10,0,7.2
22,23,3,2,9.74,17,0,117.6
4,8,2,5,8.33,15,2,6.9
4,8,1,1,11.96,9,2,37.4
5,11,2,1,10.1,16,3,45.8
12,12,1,1,11.67,11,2,165.2
8,15,1,1,10.84,12,5,101.6
29,31,1,2,11.32,13,3,199.2
21,24,1,3,10.7,9,6,70.8
27,35,1,4,8.21,14,3,81.4
28,31,2,2,6.76,14,0,151.6
14,23,1,1,7.59,10,2,131.0
13,17,2,2,5.14,14,0,53.0
23,29,3,5,8.67,16,2,49.9
6,9,4,1,8.54,14,0,80.9
24,24,1,4,8.68,12,6,67.5
19,27,4,1,11.82,12,0,337.9
1,4,2,4,11.38,17,0,9.8
6,14,3,4,6.13,14,5,24.0
5,10,3,3,7.58,16,6,17.5
16,16,3,3,7.97,16,4,53.5
26,28,4,2,7.52,15,6,90.9
24,25,2,2,10.59,11,0,193.0
24,32,1,4,8.67,9,1,56.7
27,27,1,1,9.0,13,1,284.3
1,9,2,5,10.97,10,1,11.5
2,10,4,5,10.64,10,5,16.2
4,11,1,1,5.93,15,3,25.0
4,11,2,1,10.0,11,0,67.9
0,0,1,3,8.05,16,6,5.5
7,14,3,5,7.06,17,1,16.4
11,20,1,4,5.35,16,5,18.8
23,25,4,2,8.41,14,3,119.9
3,9,2,3,7.49,13,1,18.9
12,12,4,5,6.76,11,2,27.0
22,22,2,1,9.86,11,4,325.4
14,23,3,5,10.39,15,0,39.7
10,14,2,4,6.71,13,4,35.2
9,13,1,3,5.35,14,4,28.1
2,9,1,1,10.94,14,2,27.0
21,27,3,4,5.07,17,2,34.3
13,20,2,2,11.56,9,2,66.8
15,20,3,3,9.39,16,3,48.7
9,14,1,4,7.25,13,1,25.1
28,29,4,4,6.73,14,6,70.6
9,14,3,1,5.06,14,0,74.1
11,15,4,2,6.65,9,2,37.4
29,31,4,4,5.96,11,5,64.7
8,13,2,3,9.29,14,0,47.3
0,7,3,4,6.17,17,6,2.7
4,12,4,5,8.7,14,0,15.6
19,19,4,3,9.13,14,0,94.5
7,9,2,3,7.09,9,2,18.8
10,12,2,4,5.25,17,2,20.9
11,18,1,1,5.26,12,1,75.6
0,0,4,3,5.18,10,6,2.2
24,28,1,5,10.17,9,2,54.6
21,23,4,1,7.23,11,2,184.7
19,20,1,1,10.57,11,0,300.5
27,34,2,1,8.02,13,1,257.4
24,26,3,3,8.17,9,4,73.1
10,16,2,1,8.59,15,2,71.7
4,4,1,4,9.99,9,5,3.9
14,19,1,1,6.91,12,2,121.9
4,6,3,5,5.85,14,4,13.2
11,18,4,2,8.89,9,0,58.0
4,9,1,5,7.29,15,6,10.2
16,17,1,3,8.1,15,1,41.4
16,21,1,1,9.53,11,0,230.0
23,29,3,1,8.46,12,6,236.5
11,15,2,4,9.34,14,3,36.7
23,25,1,1,8.81,15,2,164.4
27,30,3,5,10.18,12,6,79.1
14,17,1,3,9.94,17,5,45.1
14,19,4,2,8.74,17,6,59.4
5,14,3,1,9.75,17,3,50.9
11,11,1,2,11.11,14,2,73.5
26,29,3,1,8.03,10,3,248.2
28,37,1,3,7.89,10,4,122.7
19,22,2,5,10.35,12,2,54.1
17,26,1,3,9.08,17,5,51.9
13,13,3,2,5.5,11,2,47.3
1,9,4,1,11.24,14,3,20.2
8,11,4,2,5.22,10,1,36.5
4,10,4,5,10.24,9,3,14.3
19,21,1,3,10.31,13,2,81.5
25,34,2,2,11.67,16,2,130.0
28,30,1,2,5.38,10,6,95.8
0,7,4,5,9.18,17,1,1.0
22,29,3,1,7.99,16,0,188.3
2,2,4,2,7.31,11,1,15.7
5,14,3,5,5.63,9,0,17.1
4,5,2,1,8.94,12,5,43.1
20,27,3,1,8.35,16,2,143.4
26,26,1,3,5.73,11,6,66.6
4,11,1,5,9.29,10,4,15.1
0,7,1,1,10.17,15,4,5.4
16,17,3,3,10.37,12,3,71.5
18,21,1,4,11.34,14,1,67.6
13,18,1,5,7.87,13,1,31.7
11,19,1,4,11.67,10,4,52.8
9,16,2,1,11.06,10,0,153.8
19,26,3,5,7.08,17,1,35.7
20,26,3,3,6.11,10,0,68.6
17,25,4,1,8.05,16,0,149.1
23,24,3,5,7.81,16,0,46.8
26,28,2,5,9.03,9,0,61.7
10,19,3,4,9.08,9,6,25.7
29,36,2,1,10.25,12,3,350.5
1,6,2,3,8.57,10,3,8.7
24,33,3,3,5.73,9,6,52.0
17,25,4,1,11.01,17,4,199.3
28,37,1,1,7.17,11,3,238.8
24,27,1,2,11.8,9,5,123.6
6,13,3,4,5.83,10,6,19.7
23,32,3,1,11.71,16,1,225.1
14,16,2,1,5.64,13,5,99.3
10,12,3,2,6.62,15,6,33.7
17,24,2,2,5.33,14,3,60.4
22,26,4,5,9.94,9,1,47.5
11,13,3,3,10.95,14,1,57.2
5,14,1,4,8.04,15,0,19.4
19,19,1,5,11.5,12,4,70.4
22,24,3,1,9.13,16,0,203.9
29,37,2,2,9.41,16,6,121.2
12,16,1,3,10.92,15,0,49.7
19,28,2,5,7.08,10,5,43.4
15,16,3,3,7.48,14,3,53.1
17,23,3,2,11.34,14,5,123.0
9,10,1,5,11.31,15,3,22.7
27,30,3,5,11.84,14,5,88.4
22,28,4,3,11.31,10,1,105.7
7,10,4,2,5.89,16,3,23.9
17,23,1,1,10.77,12,3,220.9
20,26,4,5,7.87,17,5,40.0
0,0,2,1,11.94,16,2,6.7
22,27,1,2,8.31,11,1,115.5
7,15,1,5,8.88,11,6,22.0
28,29,2,5,8.71,16,1,46.5
5,7,4,1,7.25,10,6,47.9
4,13,4,4,5.53,17,2,14.2
14,18,4,1,11.27,12,5,192.1
21,29,1,1,10.62,14,5,263.8
14,17,1,4,5.98,11,1,28.2
1,1,4,2,10.44,11,5,11.9
0,3,3,2,9.38,11,4,2.9
22,27,4,5,7.86,10,4,62.9
22,26,2,3,6.78,16,6,49.2
25,25,1,3,11.02,17,2,82.5
10,13,2,5,9.9,16,3,25.3
9,14,2,3,8.83,11,4,47.1
29,38,1,1,9.27,15,6,223.3
17,26,3,1,5.64,10,5,122.8
17,20,4,4,8.32,12,2,52.8
16,24,2,4,6.36,14,6,42.0
25,29,1,5,6.46,13,6,44.3
7,14,2,5,9.63,17,4,21.4
14,22,4,5,11.38,12,0,57.3
7,16,3,1,7.83,13,2,74.0
16,20,3,3,6.45,12,1,50.0
11,16,3,5,9.54,16,6,26.1
26,26,1,5,11.1,16,4,65.0
7,13,1,1,10.24,11,1,89.1
24,27,3,1,11.08,9,2,219.1
13,14,4,1,8.76,14,4,175.1
3,7,4,3,10.26,10,1,17.5
0,2,1,5,5.98,10,3,1.0
0,5,3,2,7.44,11,6,4.9
18,25,4,2,7.73,16,3,66.6
15,21,4,5,8.58,11,0,51.1
13,15,4,5,11.5,15,5,29.4
20,27,1,5,11.12,17,2,45.1
15,16,3,5,5.94,16,5,27.2
4,13,2,3,6.21,9,5,14.8
8,16,3,2,7.5,15,1,33.3
25,28,3,4,7.04,15,0,61.8
29,29,1,2,9.3,16,2,111.3
27,34,4,2,11.32,13,3,188.7
1,7,4,1,11.74,17,5,15.8
17,21,1,5,9.58,17,1,36.2
5,14,1,5,10.87,16,5,16.9
8,12,1,5,8.68,14,4,24.2
0,6,1,1,6.46,14,3,5.0
8,12,1,3,8.67,9,5,22.9
24,31,2,3,8.89,14,4,119.4
15,20,3,4,10.2,12,4,64.5
12,16,3,3,6.54,12,1,39.2
8,16,3,3,7.58,10,1,31.8
20,21,4,5,7.55,12,4,58.7
12,12,2,2,11.72,13,0,107.2
8,15,3,3,8.11,13,5,33.8
10,12,4,3,10.29,13,4,59.9
3,9,2,1,10.26,12,4,51.3
1,10,2,4,6.86,9,1,9.5
28,35,4,1,9.0,16,5,212.1
5,10,2,5,11.26,11,2,18.2
13,22,4,2,8.33,10,3,73.8
3,11,3,4,11.62,17,1,14.7
5,11,4,1,6.5,15,5,34.6
18,27,2,3,5.52,17,5,38.2
5,9,3,3,11.24,10,6,28.3
1,8,3,4,10.93,17,0,6.4
17,18,1,3,11.95,17,3,61.5
12,18,1,1,9.76,17,1,98.3
8,11,2,1,11.56,12,1,112.8
22,30,4,3,10.79,11,2,105.8
18,18,4,3,10.91,14,6,82.2
12,18,2,5,8.98,11,6,33.1
10,15,3,2,7.68,17,0,46.7
0,7,2,4,11.54,11,6,3.0
23,27,2,1,8.02,10,0,274.4
29,29,3,4,8.77,16,5,63.9
21,21,4,5,8.12,14,5,52.6
